GEN	1	<<	Narr_01: Genesis	#19		1	GENESIS *~*GENESIS 1
HAB	2	15	Man	#08		28765	" {15} Woe to him who gives drink to his neighbors, pouring it from the wineskin till they are drunk, so that he can gaze on their naked bodies."
HAB	2	16	Habakkuk	#04		28766	 {16} You will be filled with shame instead of glory. Now it is your turn! Drink and be exposed! 
HAB	2	16	Habakkuk	#04		28767	" The cup from the Lord's right hand is coming around to you, and disgrace will cover your glory."
HAB	2	17	Habakkuk	#04		28768	" {17} The violence you have done to Lebanon will overwhelm you, and your destruction of animals will terrify you. "
HAB	2	17	Habakkuk	#04		28769	 For you have shed man's blood; you have destroyed lands and cities and everyone in them.
HAB	2	18	Habakkuk	#04		28770	" {18} << Of what value is an idol, since a man has carved it? Or an image that teaches lies?"
HAB	2	18	Habakkuk	#04		28771	 For he who makes it trusts in his own creation; he makes idols that cannot speak.
HAB	2	19	Man	#08		28772	" {19} Woe to him who says to wood, 'Come to life!' Or to lifeless stone, 'Wake up!' Can it give guidance?"
HAB	2	19	Habakkuk	#04		28773	 It is covered with gold and silver; there is no breath in it.
HAB	2	20	Habakkuk	#04		28774	 {20} But the Lord is in his holy temple; let all the earth be silent before him.>>*~**~*||||| + 2 SECs |||||*~*
HAB	3	<<	Narr_35: Habakkuk	#13		28775	HABAKKUK 3
HAB	3	1	Narr_35: Habakkuk	#13		28776	 {1} A prayer of Habakkuk the prophet. On shigionoth.
HAB	3	2	Habakkuk	#04		28777	" {2} Lord, I have heard of your fame; I stand in awe of your deeds, O Lord. Renew them in our day, in our time make them known; in wrath remember mercy."
HAB	3	3	Habakkuk	#04		28778	" {3} God came from Teman, the Holy One from Mount Paran. Selah His glory covered the heavens and his praise filled the earth."
HAB	3	4	Habakkuk	#04		28779	" {4} His splendor was like the sunrise; rays flashed from his hand, where his power was hidden. {5} Plague went before him; pestilence followed his steps."
HAB	3	6	Habakkuk	#04		28780	" {6} He stood, and shook the earth; he looked, and made the nations tremble. "
HAB	3	6	Habakkuk	#04		28781	 The ancient mountains crumbled and the age-old hills collapsed. His ways are eternal.
HAB	3	7	Habakkuk	#04		28782	" {7} I saw the tents of Cushan in distress, the dwellings of Midian in anguish."
HAB	3	8	Habakkuk	#04		28783	" {8} Were you angry with the rivers, O Lord? Was your wrath against the streams? "
HAB	3	8	Habakkuk	#04		28784	 Did you rage against the sea when you rode with your horses and your victorious chariots?
HAB	3	9	Habakkuk	#04		28785	" {9} You uncovered your bow, you called for many arrows. Selah You split the earth with rivers; {10} the mountains saw you and writhed. "
HAB	3	10	Habakkuk	#04		28786	 Torrents of water swept by; the deep roared and lifted its waves on high.
HAB	3	11	Habakkuk	#04		28787	" {11} Sun and moon stood still in the heavens at the glint of your flying arrows, at the lightning of your flashing spear."
HAB	3	12	Habakkuk	#04		28788	 {12} In wrath you strode through the earth and in anger you threshed the nations.
HAB	3	13	Habakkuk	#04		28789	" {13} You came out to deliver your people, to save your anointed one. You crushed the leader of the land of wickedness, you stripped him from head to foot. Selah"
HAB	3	14	Habakkuk	#04		28790	" {14} With his own spear you pierced his head when his warriors stormed out to scatter us, gloating as though about to devour the wretched who were in hiding."
HAB	3	15	Habakkuk	#04		28791	" {15} You trampled the sea with your horses, churning the great waters."
HAB	3	16	Habakkuk	#04		28792	" {16} I heard and my heart pounded, my lips quivered at the sound; decay crept into my bones, and my legs trembled. "
HAB	3	16	Habakkuk	#04		28793	 Yet I will wait patiently for the day of calamity to come on the nation invading us.
HAB	3	17	Habakkuk	#04		28794	" {17} Though the fig tree does not bud and there are no grapes on the vines, though the olive crop fails and the fields produce no food,"
HAB	3	17	Habakkuk	#04		28795	" though there are no sheep in the pen and no cattle in the stalls, {18} yet I will rejoice in the Lord, I will be joyful in God my Savior."
HAB	3	19	Habakkuk	#04		28796	" {19} The Sovereign Lord is my strength; he makes my feet like the feet of a deer, he enables me to go on the heights."
HAB	3	19	Narr_35: Habakkuk	#13		28797	 For the director of music. On my stringed instruments.*~**~*||||| + 5 SECs |||||*~*
ZEP	1	<<	Narr_36: Zephaniah	#13		28798	ZEPHANIAH*~*ZEPHANIAH 1
ZEP	1	1	Narr_36: Zephaniah	#13		28799	" {1} The word of the Lord that came to Zephaniah son of Cushi, the son of Gedaliah,"
ZEP	1	1	Narr_36: Zephaniah	#13		28800	" the son of Amariah, the son of Hezekiah,"
ZEP	1	1	Narr_36: Zephaniah	#13		28801	 during the reign of Josiah son of Amon king of Judah:
ZEP	1	2	Zephaniah	#06		28802	" {2} << I will sweep away everything from the face of the earth,>> declares the Lord."
ZEP	1	3	Zephaniah	#06		28803	 {3} << I will sweep away both men and animals; I will sweep away the birds of the air and the fish of the sea. 
ZEP	1	3	Zephaniah	#06		28804	" The wicked will have only heaps of rubble when I cut off man from the face of the earth,>> declares the Lord."
ZEP	1	4	Zephaniah	#06		28805	 {4} << I will stretch out my hand against Judah and against all who live in Jerusalem.
ZEP	1	4	Zephaniah	#06		28806	" I will cut off from this place every remnant of Baal, the names of the pagan and the idolatrous priests--"
ZEP	1	5	Zephaniah	#06		28807	" {5} those who bow down on the roofs to worship the starry host, those who bow down and swear by the Lord and who also swear by Molech,"
ZEP	1	6	Zephaniah	#06		28808	 {6} those who turn back from following the Lord and neither seek the Lord nor inquire of him.
ZEP	1	7	Zephaniah	#06		28809	" {7} Be silent before the Sovereign Lord, for the day of the Lord is near. The Lord has prepared a sacrifice; he has consecrated those he has invited."
ZEP	1	8	Zephaniah	#06		28810	 {8} On the day of the Lord's sacrifice I will punish the princes and the king's sons and all those clad in foreign clothes.
ZEP	1	9	Zephaniah	#06		28811	" {9} On that day I will punish all who avoid stepping on the threshold, who fill the temple of their gods with violence and deceit."
ZEP	1	10	Zephaniah	#06		28812	" {10} << On that day,>> declares the Lord, << a cry will go up from the Fish Gate, wailing from the New Quarter, and a loud crash from the hills."
ZEP	1	11	Zephaniah	#06		28813	" {11} Wail, you who live in the market district; all your merchants will be wiped out, all who trade with silver will be ruined."
ZEP	1	12	Zephaniah	#06		28814	" {12} At that time I will search Jerusalem with lamps and punish those who are complacent, "
ZEP	1	12	Zephaniah	#06		28815	" who are like wine left on its dregs, who think, 'The Lord will do nothing, either good or bad.'"
ZEP	1	13	Zephaniah	#06		28816	" {13} Their wealth will be plundered, their houses demolished."
ZEP	1	13	Zephaniah	#06		28817	 They will build houses but not live in them; they will plant vineyards but not drink the wine.
ZEP	1	14	Zephaniah	#06		28818	 {14} << The great day of the Lord is near-- near and coming quickly.
ZEP	1	14	Zephaniah	#06		28819	" Listen! The cry on the day of the Lord will be bitter, the shouting of the warrior there."
ZEP	1	15	Zephaniah	#06		28820	" {15} That day will be a day of wrath, a day of distress and anguish, a day of trouble and ruin, a day of darkness and gloom, a day of clouds and blackness,"
ZEP	1	16	Zephaniah	#06		28821	 {16} a day of trumpet and battle cry against the fortified cities and against the corner towers.
ZEP	1	17	Zephaniah	#06		28822	" {17} I will bring distress on the people and they will walk like blind men, because they have sinned against the Lord. "
ZEP	1	17	Zephaniah	#06		28823	 Their blood will be poured out like dust and their entrails like filth.
ZEP	1	18	Zephaniah	#06		28824	 {18} Neither their silver nor their gold will be able to save them on the day of the Lord's wrath.
ZEP	1	18	Zephaniah	#06		28825	" In the fire of his jealousy the whole world will be consumed, for he will make a sudden end of all who live in the earth.>>*~**~*||||| + 2 SECs |||||*~*"
ZEP	2	<<	Narr_36: Zephaniah	#13		28826	ZEPHANIAH 2
ZEP	2	1	Zephaniah	#06		28827	" {1} Gather together, gather together, O shameful nation,"
ZEP	2	2	Zephaniah	#06		28828	" {2} before the appointed time arrives and that day sweeps on like chaff, before the fierce anger of the Lord comes upon you, before the day of the Lord's wrath comes upon you."
ZEP	2	3	Zephaniah	#06		28829	" {3} Seek the Lord, all you humble of the land, you who do what he commands. "
ZEP	2	3	Zephaniah	#06		28830	" Seek righteousness, seek humility; perhaps you will be sheltered on the day of the Lord's anger."
ZEP	2	4	Zephaniah	#06		28831	 {4} Gaza will be abandoned and Ashkelon left in ruins. At midday Ashdod will be emptied and Ekron uprooted.
ZEP	2	5	Zephaniah	#06		28832	" {5} Woe to you who live by the sea, O Kerethite people;"
ZEP	2	5	Zephaniah	#06		28833	" the word of the Lord is against you, O Canaan, land of the Philistines. << I will destroy you, and none will be left.>>"
ZEP	2	6	Zephaniah	#06		28834	" {6} The land by the sea, where the Kerethites dwell, will be a place for shepherds and sheep pens."
ZEP	2	7	Zephaniah	#06		28835	 {7} It will belong to the remnant of the house of Judah; there they will find pasture.
ZEP	2	7	Zephaniah	#06		28836	 In the evening they will lie down in the houses of Ashkelon. The Lord their God will care for them; he will restore their fortunes.
ZEP	2	8	God-FX1	#20		28837	" {8} << I have heard the insults of Moab and the taunts of the Ammonites, who insulted my people and made threats against their land."
ZEP	2	9	Zephaniah	#06		28838	" {9} Therefore, as surely as I live,>> declares the Lord Almighty, the God of Israel, "
ZEP	2	9	Zephaniah	#06		28839	" << surely Moab will become like Sodom, the Ammonites like Gomorrah -- a place of weeds and salt pits, a wasteland forever. "
ZEP	2	9	Zephaniah	#06		28840	 The remnant of my people will plunder them; the survivors of my nation will inherit their land.>>
ZEP	2	10	Zephaniah	#06		28841	" {10} This is what they will get in return for their pride, for insulting and mocking the people of the Lord Almighty."
ZEP	2	11	Zephaniah	#06		28842	 {11} The Lord will be awesome to them when he destroys all the gods of the land. 
ZEP	2	11	Zephaniah	#06		28843	" The nations on every shore will worship him, every one in its own land."
ZEP	2	12	God-FX1	#20		28844	" {12} << You too, O Cushites, will be slain by my sword.>>"
ZEP	2	13	Zephaniah	#06		28845	" {13} He will stretch out his hand against the north and destroy Assyria, leaving Nineveh utterly desolate and dry as the desert."
ZEP	2	14	Zephaniah	#06		28846	" {14} Flocks and herds will lie down there, creatures of every kind. The desert owl and the screech owl will roost on her columns. "
ZEP	2	14	Zephaniah	#06		28847	" Their calls will echo through the windows, rubble will be in the doorways, the beams of cedar will be exposed."
ZEP	2	15	Zephaniah	#06		28848	" {15} This is the carefree city that lived in safety. She said to herself,"
ZEP	2	15	Nineveh (female)	#24		28849	" << I am, and there is none besides me.>>"
ZEP	2	15	Zephaniah	#06		28850	" What a ruin she has become, a lair for wild beasts! All who pass by her scoff and shake their fists.*~**~*||||| + 2 SECs |||||*~*"
ZEP	3	<<	Narr_36: Zephaniah	#13		28851	ZEPHANIAH 3
ZEP	3	1	Zephaniah	#06		28852	" {1} Woe to the city of oppressors, rebellious and defiled!"
ZEP	3	2	Zephaniah	#06		28853	" {2} She obeys no one, she accepts no correction. She does not trust in the Lord, she does not draw near to her God."
ZEP	3	3	Zephaniah	#06		28854	" {3} Her officials are roaring lions, her rulers are evening wolves, who leave nothing for the morning."
ZEP	3	4	Zephaniah	#06		28855	 {4} Her prophets are arrogant; they are treacherous men. Her priests profane the sanctuary and do violence to the law.
ZEP	3	5	Zephaniah	#06		28856	 {5} The Lord within her is righteous; he does no wrong. 
ZEP	3	5	Zephaniah	#06		28857	" Morning by morning he dispenses his justice, and every new day he does not fail, yet the unrighteous know no shame."
ZEP	3	6	God-FX1	#20		28858	" {6} << I have cut off nations; their strongholds are demolished. I have left their streets deserted, with no one passing through. Their cities are destroyed; no one will be left--no one at all."
ZEP	3	7	God-FX1	#20		28859	" {7} I said to the city, 'Surely you will fear me and accept correction!' Then her dwelling would not be cut off, nor all my punishments come upon her. "
ZEP	3	7	God-FX1	#20		28860	 But they were still eager to act corruptly in all they did.
ZEP	3	8	Zephaniah	#06		28861	" {8} Therefore wait for me, declares the Lord, for the day I will stand up to testify. "
